key;fare_amount;pickup_datetime;Startlongitude;Startlatitude;Distance_km;passenger_count
2009-03-02 20:42:49.0000003;9,8;2009-03-02 20:42:49 UTC;-73,972000;40,759000;0,333698;1
2011-03-29 15:39:49.0000002;8,1;2011-03-29 15:39:49 UTC;-73,984000;40,744000;0,315066;1
2011-03-04 18:12:00.000000250;5,3;2011-03-04 18:12:00 UTC;-73,997000;40,737000;1,311351;1
2011-08-31 21:14:15.0000003;6,9;2011-08-31 21:14:15 UTC;-73,971000;40,758000;0,819339;1
2011-06-01 20:30:00.000000119;4,5;2011-06-01 20:30:00 UTC;-73,980000;40,744000;1,234658;1
2011-12-14 07:53:00.00000028;3,3;2011-12-14 07:53:00 UTC;-73,988000;40,763000;0,397168;1
2012-07-18 00:16:00.00000083;3,3;2012-07-18 00:16:00 UTC;-73,986000;40,756000;0,368678;5
2013-01-29 12:26:00.000000154;9;2013-01-29 12:26:00 UTC;-73,992000;40,742000;1,040522;1
2011-12-06 09:09:21.0000007;9,7;2011-12-06 09:09:21 UTC;-73,985000;40,739000;1,404392;1
2012-10-06 20:31:36.0000003;5,5;2012-10-06 20:31:36 UTC;-73,952000;40,772000;0,075851;3
2013-01-23 07:01:38.0000005;8;2013-01-23 07:01:38 UTC;-73,980000;40,783000;0,080539;1
2013-09-07 03:17:00.00000014;7,5;2013-09-07 03:17:00 UTC;-73,977000;40,746000;0,231521;1
2012-01-04 18:07:29.0000002;15,3;2012-01-04 18:07:29 UTC;-73,971000;40,755000;0,413877;1
2011-03-19 21:55:00.00000090;9,7;2011-03-19 21:55:00 UTC;-73,979000;40,727000;2,376876;4
2009-03-23 12:13:29.0000002;6,5;2009-03-23 12:13:29 UTC;-73,985000;40,736000;0,352090;1
2014-07-16 10:57:00.00000069;5;2014-07-16 10:57:00 UTC;-73,996000;40,741000;0,474341;6
2011-04-22 23:21:03.0000002;4,5;2011-04-22 23:21:03 UTC;-74,009000;40,713000;0,758994;3
2012-01-02 14:54:00.00000078;4,9;2012-01-02 14:54:00 UTC;-74,003000;40,731000;0,507278;1
2014-05-01 09:12:00.000000198;7;2014-05-01 09:12:00 UTC;-73,966000;40,767000;1,768502;6
2011-11-07 10:47:40.0000003;7,3;2011-11-07 10:47:40 UTC;-74,003000;40,753000;1,388524;1
2012-10-07 17:59:08.0000003;7,5;2012-10-07 17:59:08 UTC;-74,004000;40,715000;1,561143;1
2014-01-17 09:03:00.000000187;8,5;2014-01-17 09:03:00 UTC;-73,991000;40,750000;0,687230;4
2015-05-12 23:51:42.0000007;5;2015-05-12 23:51:42 UTC;-73,954000;40,779000;1,185830;1
2009-08-02 02:34:11.0000002;6,9;2009-08-02 02:34:11 UTC;-73,995000;40,723000;1,108680;2
2010-01-31 10:53:00.00000010;3,7;2010-01-31 10:53:00 UTC;-74,001000;40,730000;0,543100;1
2010-05-14 08:09:00.000000210;6,9;2010-05-14 08:09:00 UTC;-73,955000;40,768000;1,006984;2
2012-05-21 15:20:00.00000017;10,1;2012-05-21 15:20:00 UTC;-73,977000;40,771000;1,392972;2
2010-08-16 01:33:00.00000034;15,07;2010-08-16 01:33:00 UTC;-73,961000;40,795000;0,038467;2
2010-12-04 14:26:13.0000003;7,7;2010-12-04 14:26:13 UTC;-73,996000;40,736000;1,736888;1
2013-02-06 22:16:00.00000028;7;2013-02-06 22:16:00 UTC;-73,988000;40,764000;1,588791;2
2014-06-11 22:24:21.0000001;8,5;2014-06-11 22:24:21 UTC;-73,994000;40,735000;0,929810;1
2010-08-19 16:33:00.000000131;5,7;2010-08-19 16:33:00 UTC;-73,973000;40,763000;1,874045;1
2013-03-10 15:44:00.00000040;5;2013-03-10 15:44:00 UTC;-74,013000;40,702000;0,436356;1
2013-06-14 08:27:43.0000001;8,5;2013-06-14 08:27:43 UTC;-73,953000;40,790000;0,397288;1
2014-03-21 11:00:29.0000003;8;2014-03-21 11:00:29 UTC;-73,950000;40,828000;1,612352;1
2014-10-02 13:39:56.0000004;12;2014-10-02 13:39:56 UTC;-73,995000;40,749000;2,355839;1
2014-05-19 06:26:00.00000034;7,5;2014-05-19 06:26:00 UTC;-73,990000;40,730000;1,499957;1
2012-04-05 05:50:00.00000019;6,9;2012-04-05 05:50:00 UTC;-74,007000;40,732000;1,963119;5
2015-03-04 14:55:40.0000006;5;2015-03-04 14:55:40 UTC;-73,988000;40,744000;0,833658;2
2010-04-27 21:40:07.0000004;10,5;2010-04-27 21:40:07 UTC;-74,001000;40,730000;2,008798;1
2011-02-22 11:09:16.0000004;7,7;2011-02-22 11:09:16 UTC;-73,968000;40,764000;1,975020;1
2015-04-03 16:21:30.0000005;11;2015-04-03 16:21:30 UTC;-73,981000;40,774000;2,645878;2
2009-01-09 15:01:20.0000002;5,7;2009-01-09 15:01:20 UTC;-73,992000;40,751000;1,206890;1
2013-01-09 14:42:00.000000194;9;2013-01-09 14:42:00 UTC;-73,946000;40,775000;2,102200;1
2013-10-08 17:29:00.00000025;7,5;2013-10-08 17:29:00 UTC;-73,976000;40,765000;0,139441;1
2014-12-07 12:26:00.0000009;9;2014-12-07 12:26:00 UTC;-73,984000;40,752000;1,917080;1
2011-06-09 00:53:00.00000066;5,7;2011-06-09 00:53:00 UTC;-73,983000;40,722000;0,597435;3
2014-11-12 12:40:29.0000005;10;2014-11-12 12:40:29 UTC;-74,002000;40,739000;0,961785;1
2010-06-04 14:49:00.000000100;5,7;2010-06-04 14:49:00 UTC;-73,993000;40,761000;1,657670;5
2010-11-08 20:42:00.00000024;9,7;2010-11-08 20:42:00 UTC;-73,970000;40,761000;2,659966;2
2011-08-04 10:38:00.000000142;7,7;2011-08-04 10:38:00 UTC;-73,991000;40,763000;1,068530;2
2009-03-25 00:08:52.0000001;52;2009-03-25 00:08:52 UTC;-74,035000;40,747000;0,000000;1
2012-03-25 09:22:45.0000001;8,5;2012-03-25 09:22:45 UTC;-73,986000;40,725000;1,155561;1
2012-06-05 09:16:00.000000217;12,9;2012-06-05 09:16:00 UTC;-73,965000;40,790000;1,548281;6
2012-11-06 11:33:14.0000004;9,5;2012-11-06 11:33:14 UTC;-73,972000;40,765000;0,511245;1
2014-05-22 18:30:00.000000217;9;2014-05-22 18:30:00 UTC;-73,982000;40,748000;1,556335;1
2014-10-17 08:28:00.00000087;10;2014-10-17 08:28:00 UTC;-73,991000;40,735000;1,909146;6
2012-12-06 18:05:00.000000201;35;2012-12-06 18:05:00 UTC;-73,953000;40,787000;1,076825;2
2012-12-06 18:05:00.000000215;9;2012-12-06 18:05:00 UTC;-73,960000;40,773000;2,108691;1
2014-07-20 12:48:35.0000001;17;2014-07-20 12:48:35 UTC;-73,973000;40,743000;2,328312;1
2009-01-25 18:41:00.000000193;6,1;2009-01-25 18:41:00 UTC;-74,000000;40,743000;0,724615;5
2010-03-27 02:26:39.0000001;14,5;2010-03-27 02:26:39 UTC;-73,961000;40,716000;0,141966;2
2011-01-05 17:39:00.00000040;3,7;2011-01-05 17:39:00 UTC;-73,966000;40,761000;0,114799;1
2010-01-03 10:20:12.0000005;5,3;2010-01-03 10:20:12 UTC;-73,995000;40,739000;0,542860;3
2013-11-23 23:34:03.0000003;4;2013-11-23 23:34:03 UTC;-73,993000;40,741000;0,685427;1
2013-05-10 16:39:08.0000001;5;2013-05-10 16:39:08 UTC;-73,971000;40,763000;1,161331;1
2014-01-06 21:21:00.0000005;8;2014-01-06 21:21:00 UTC;-73,988000;40,717000;1,239586;1
2010-09-30 08:38:00.00000021;7,3;2010-09-30 08:38:00 UTC;-73,986000;40,721000;2,574498;2
2012-10-06 15:47:00.000000111;6,5;2012-10-06 15:47:00 UTC;-73,982000;40,774000;1,027419;5
2013-02-11 00:13:00.00000025;8;2013-02-11 00:13:00 UTC;-74,002000;40,733000;1,798434;1
2014-09-12 23:10:00.000000213;16,5;2014-09-12 23:10:00 UTC;-73,983000;40,676000;2,246089;1
2012-02-03 13:46:35.0000004;10,5;2012-02-03 13:46:35 UTC;-73,988000;40,737000;2,681483;1
2014-11-01 16:51:09.0000001;12,5;2014-11-01 16:51:09 UTC;-73,984000;40,748000;0,898917;2
2013-01-26 18:36:00.000000167;5,5;2013-01-26 18:36:00 UTC;-73,950000;40,785000;0,807558;1
2013-05-20 11:03:50.0000003;6,5;2013-05-20 11:03:50 UTC;-73,980000;40,747000;1,226724;1
2015-02-15 22:41:32.0000003;9;2015-02-15 22:41:32 UTC;-74,003000;40,733000;0,547518;1
2009-06-25 10:29:00.00000012;8,9;2009-06-25 10:29:00 UTC;-73,957000;40,768000;2,874417;1
2011-03-19 15:00:27.0000001;8,9;2011-03-19 15:00:27 UTC;-73,981000;40,729000;1,440214;1
2011-05-06 11:37:14.0000004;8,5;2011-05-06 11:37:14 UTC;-73,963000;40,774000;1,458846;1
2013-02-08 09:50:04.0000001;17;2013-02-08 09:50:04 UTC;-73,962000;40,759000;2,853862;1
2010-08-24 01:39:26.0000001;12,5;2010-08-24 01:39:26 UTC;-74,003000;40,720000;2,748920;1
2015-04-19 22:21:12.0000005;8;2015-04-19 22:21:12 UTC;-73,985000;40,747000;2,666972;1
2011-10-26 03:37:00.0000004;5,7;2011-10-26 03:37:00 UTC;-74,008000;40,711000;0,856724;1
2015-04-18 09:30:31.0000002;5,5;2015-04-18 09:30:31 UTC;-73,980000;40,742000;0,471397;1
2009-07-16 20:33:00.000000126;12,9;2009-07-16 20:33:00 UTC;-73,980000;40,680000;1,004339;2
2011-05-16 13:10:38.0000002;10,1;2011-05-16 13:10:38 UTC;-73,991000;40,739000;0,207599;1
2013-08-09 21:19:00.00000024;9,5;2013-08-09 21:19:00 UTC;-73,992000;40,730000;1,534938;1
2010-03-14 15:40:00.00000012;4,5;2010-03-14 15:40:00 UTC;-73,979000;40,749000;0,398971;5
2011-04-27 13:19:48.0000002;6,5;2011-04-27 13:19:48 UTC;-73,971000;40,764000;0,528435;1
2014-11-04 12:11:19.0000003;8;2014-11-04 12:11:19 UTC;-73,975000;40,759000;0,639628;1
2009-12-27 21:07:39.0000001;4,9;2009-12-27 21:07:39 UTC;-74,003000;40,739000;1,380591;1
2010-07-04 13:07:47.0000002;5,7;2010-07-04 13:07:47 UTC;-73,991000;40,750000;1,274086;2
2012-08-28 12:29:40.0000002;14,9;2012-08-28 12:29:40 UTC;-73,992000;40,758000;0,190650;1
2012-11-11 18:23:00.00000091;7;2012-11-11 18:23:00 UTC;-73,999000;40,727000;0,907572;1
2014-08-13 08:26:00.000000136;8,5;2014-08-13 08:26:00 UTC;-73,954000;40,786000;1,372176;1
2009-01-16 21:10:00.00000056;4,5;2009-01-16 21:10:00 UTC;-73,994000;40,751000;0,630612;1
2011-01-21 18:43:46.0000007;4,1;2011-01-21 18:43:46 UTC;-73,982000;40,768000;0,443448;1
2011-02-26 20:27:36.0000003;11,7;2011-02-26 20:27:36 UTC;-73,981000;40,781000;1,733882;1
2009-06-06 23:56:00.000000150;5,7;2009-06-06 23:56:00 UTC;-73,982000;40,762000;1,099544;2
2009-01-24 09:51:00.000000115;5,3;2009-01-24 09:51:00 UTC;-73,967000;40,769000;1,463534;1
2015-02-27 07:50:56.0000003;10,5;2015-02-27 07:50:56 UTC;-73,944000;40,775000;1,325232;1
2009-03-25 14:48:49.0000004;4,9;2009-03-25 14:48:49 UTC;-73,982000;40,774000;0,808039;1
2010-09-10 18:45:00.00000017;6,5;2010-09-10 18:45:00 UTC;-73,983000;40,766000;0,327567;4
2009-05-29 09:46:11.0000002;5,3;2009-05-29 09:46:11 UTC;-73,983000;40,761000;0,841337;2
2010-07-15 19:09:01.0000002;5,7;2010-07-15 19:09:01 UTC;-74,006000;40,733000;0,379858;1
2010-06-09 06:20:32.0000001;6,1;2010-06-09 06:20:32 UTC;-74,008000;40,719000;1,173592;1
2012-04-15 17:02:44.0000002;9,3;2012-04-15 17:02:44 UTC;-73,995000;40,746000;1,346211;1
2013-02-06 14:52:00.000000129;4,5;2013-02-06 14:52:00 UTC;-73,972000;40,755000;0,001202;2
2011-12-13 05:56:00.00000035;5,7;2011-12-13 05:56:00 UTC;-73,990000;40,755000;1,957950;4
2014-07-12 15:22:00.00000058;24,5;2014-07-12 15:22:00 UTC;-74,012000;40,707000;1,784851;6
2010-05-25 20:14:00.000000130;6,1;2010-05-25 20:14:00 UTC;-74,005000;40,735000;2,233467;1
2012-09-08 00:49:20.0000004;6;2012-09-08 00:49:20 UTC;-74,004000;40,729000;1,348856;1
2014-01-08 21:55:58.0000006;6,5;2014-01-08 21:55:58 UTC;-73,998000;40,726000;0,000000;1
2012-08-30 18:57:00.00000017;4,5;2012-08-30 18:57:00 UTC;-73,926000;40,765000;1,370012;3
2014-02-05 00:28:00.00000078;16;2014-02-05 00:28:00 UTC;-73,996000;40,744000;1,971293;1
2010-01-12 17:11:00.00000032;16,1;2010-01-12 17:11:00 UTC;-73,959000;40,763000;0,490209;1
2010-11-07 17:14:23.0000001;15,7;2010-11-07 17:14:23 UTC;-73,974000;40,751000;0,824508;2
2013-01-05 21:36:00.000000198;5,5;2013-01-05 21:36:00 UTC;-73,989000;40,735000;0,923199;1
2013-10-05 09:12:21.0000001;6;2013-10-05 09:12:21 UTC;-74,000000;40,747000;0,802269;1
2009-11-16 23:53:00.0000007;7,7;2009-11-16 23:53:00 UTC;-74,001000;40,717000;1,923931;1
2011-04-05 11:29:00.00000085;12,9;2011-04-05 11:29:00 UTC;-73,985000;40,727000;0,550553;1
2012-04-25 20:39:00.000000241;11,3;2012-04-25 20:39:00 UTC;-73,993000;40,746000;1,332748;1
2011-01-14 18:10:00.000000129;5,7;2011-01-14 18:10:00 UTC;-73,986000;40,747000;1,298609;2
2012-04-02 08:02:16.0000001;5,3;2012-04-02 08:02:16 UTC;-73,948000;40,778000;1,269999;2
2011-05-31 22:21:01.0000004;7,3;2011-05-31 22:21:01 UTC;-73,994000;40,761000;2,548172;1
2011-09-26 09:32:42.0000002;4,5;2011-09-26 09:32:42 UTC;-73,995000;40,739000;0,922718;1
2012-10-23 08:09:25.0000006;12,5;2012-10-23 08:09:25 UTC;-73,982000;40,768000;0,121530;1
2012-07-31 19:20:00.00000027;4,9;2012-07-31 19:20:00 UTC;-74,002000;40,726000;1,308105;2
2011-08-26 08:00:00.000000125;4,1;2011-08-26 08:00:00 UTC;-73,990000;40,733000;0,634939;1
2013-03-17 12:56:58.0000003;15,5;2013-03-17 12:56:58 UTC;-73,985000;40,768000;2,061930;1
2015-05-25 15:11:09.0000006;11;2015-05-25 15:11:09 UTC;-73,972000;40,765000;0,885933;1
2009-04-08 19:11:10.0000004;4,9;2009-04-08 19:11:10 UTC;-73,998000;40,727000;1,013715;2
2009-06-06 01:57:52.0000002;11,3;2009-06-06 01:57:52 UTC;-73,980000;40,726000;2,858910;1
2011-02-27 14:45:00.00000041;7,3;2011-02-27 14:45:00 UTC;-73,983000;40,746000;2,428325;1
2012-01-13 11:28:00.00000062;14,9;2012-01-13 11:28:00 UTC;-73,955000;40,782000;2,751084;6
2012-06-18 20:57:27.0000001;6,1;2012-06-18 20:57:27 UTC;-73,989000;40,752000;2,143672;1
2010-02-23 09:49:00.00000056;3,3;2010-02-23 09:49:00 UTC;-73,995000;40,749000;0,151342;1
2012-01-06 07:05:08.0000002;4,1;2012-01-06 07:05:08 UTC;-73,991000;40,754000;0,969719;1
2014-07-21 14:03:00.00000087;12;2014-07-21 14:03:00 UTC;-73,973000;40,764000;2,473643;3
2014-08-05 11:44:33.0000001;9;2014-08-05 11:44:33 UTC;-73,991000;40,754000;1,621007;1
2012-03-29 03:51:00.00000020;2,5;2012-03-29 03:51:00 UTC;-73,989000;40,720000;0,043876;1
2012-06-30 13:43:00.000000130;8,9;2012-06-30 13:43:00 UTC;-73,989000;40,743000;2,859512;1
2014-01-31 04:49:53.0000001;10,5;2014-01-31 04:49:53 UTC;-73,978000;40,723000;1,916719;1
2010-11-16 19:40:00.00000086;5,7;2010-11-16 19:40:00 UTC;-74,000000;40,727000;0,539134;1
2012-12-15 19:11:53.0000002;7;2012-12-15 19:11:53 UTC;-74,002000;40,718000;0,554039;2
2012-08-18 18:33:00.00000053;4,5;2012-08-18 18:33:00 UTC;-73,947000;40,776000;1,017322;1
2009-08-08 21:32:00.00000095;7,3;2009-08-08 21:32:00 UTC;-73,977000;40,762000;1,638798;5
2010-01-08 00:28:00.00000052;5,3;2010-01-08 00:28:00 UTC;-73,986000;40,754000;1,502121;1
2010-09-19 19:28:00.000000123;6,9;2010-09-19 19:28:00 UTC;-73,967000;40,755000;1,876449;5
2012-05-16 18:14:00.000000211;9,3;2012-05-16 18:14:00 UTC;-73,971000;40,792000;0,322518;1
2009-02-13 16:54:52.0000006;6,7;2009-02-13 16:54:52 UTC;-73,959000;40,779000;1,994253;1
2009-06-20 19:28:37.0000005;7,3;2009-06-20 19:28:37 UTC;-73,979000;40,776000;0,661505;1
2013-09-09 22:12:59.0000004;5,5;2013-09-09 22:12:59 UTC;-73,976000;40,765000;1,419538;1
2009-01-23 07:28:00.0000005;8,1;2009-01-23 07:28:00 UTC;-73,996000;40,732000;1,850364;1
2011-02-18 13:19:49.0000003;9,3;2011-02-18 13:19:49 UTC;-73,973000;40,760000;0,126699;1
2013-05-11 19:51:00.00000010;18;2013-05-11 19:51:00 UTC;-73,997000;40,721000;1,152556;1
2014-09-13 12:17:00.000000131;12;2014-09-13 12:17:00 UTC;-73,984000;40,766000;2,624985;1
2009-04-21 22:59:27.0000003;7,3;2009-04-21 22:59:27 UTC;-73,968000;40,752000;2,895935;1
2009-09-26 15:17:20.0000003;4,9;2009-09-26 15:17:20 UTC;-73,955000;40,781000;0,800105;2
2015-02-14 19:00:23.0000006;4;2015-02-14 19:00:23 UTC;-73,961000;40,776000;0,856586;1
2013-04-26 02:06:00.00000097;6;2013-04-26 02:06:00 UTC;-73,978000;40,753000;0,664871;1
2013-05-02 03:57:12.0000001;6;2013-05-02 03:57:12 UTC;-73,995000;40,716000;1,605019;1
2011-01-23 11:44:28.0000003;6,5;2011-01-23 11:44:28 UTC;-74,003000;40,736000;0,699852;1
2012-10-14 21:06:27.0000003;7,5;2012-10-14 21:06:27 UTC;-73,977000;40,749000;1,242832;1
2015-04-30 14:07:57.0000002;16,5;2015-04-30 14:07:57 UTC;-74,003000;40,747000;2,500057;1
2010-07-12 09:44:33.0000001;4,9;2010-07-12 09:44:33 UTC;-73,983000;40,734000;0,965151;1
2012-04-24 13:00:36.0000002;7,7;2012-04-24 13:00:36 UTC;-73,979000;40,784000;1,853249;1
2012-11-18 12:17:00.00000053;10,5;2012-11-18 12:17:00 UTC;-74,002000;40,739000;1,785812;2
2011-06-15 18:07:00.000000186;8,9;2011-06-15 18:07:00 UTC;-73,996000;40,753000;2,095829;3
2012-08-25 01:53:42.0000005;7,5;2012-08-25 01:53:42 UTC;-73,995000;40,746000;0,000000;1
2012-09-06 13:41:00.000000112;5,5;2012-09-06 13:41:00 UTC;-74,005000;40,740000;0,259650;1
2009-05-13 18:17:00.000000153;10,9;2009-05-13 18:17:00 UTC;-73,964000;40,775000;1,838824;1
2010-01-17 22:07:00.00000098;5,7;2010-01-17 22:07:00 UTC;-73,967000;40,756000;1,721501;1
2011-04-04 18:56:00.000000205;8,9;2011-04-04 18:56:00 UTC;-73,939000;40,805000;2,041134;5
2014-05-19 20:59:26.0000002;5;2014-05-19 20:59:26 UTC;-74,002000;40,739000;0,975008;2
2011-12-07 19:40:21.0000003;5,3;2011-12-07 19:40:21 UTC;-73,958000;40,781000;1,547440;1
2012-06-17 02:05:53.0000001;7,7;2012-06-17 02:05:53 UTC;-73,987000;40,721000;0,557165;1
2013-01-01 14:26:00.000000162;9;2013-01-01 14:26:00 UTC;-73,969000;40,797000;1,544675;1
2012-07-30 16:19:08.0000003;4,9;2012-07-30 16:19:08 UTC;-73,966000;40,794000;0,109990;2
2012-09-09 10:24:15.0000002;5,5;2012-09-09 10:24:15 UTC;-73,999000;40,749000;0,523507;1
2014-02-28 22:45:07.0000005;8,5;2014-02-28 22:45:07 UTC;-73,956000;40,771000;2,464868;3
2014-06-10 14:18:29.0000001;9,5;2014-06-10 14:18:29 UTC;-73,981000;40,777000;2,629433;1
2015-03-29 13:31:25.0000002;7,5;2015-03-29 13:31:25 UTC;-73,953000;40,788000;0,442050;1
2009-12-14 12:33:00.00000075;6,9;2009-12-14 12:33:00 UTC;-73,982000;40,745000;0,000000;1
2013-09-21 02:54:00.000000103;7,5;2013-09-21 02:54:00 UTC;-73,991000;40,744000;0,692159;2
2009-08-31 10:25:00.00000064;8,1;2009-08-31 10:25:00 UTC;-73,988000;40,777000;1,016600;1
2011-01-18 23:48:00.00000070;6,1;2011-01-18 23:48:00 UTC;-74,006000;40,738000;0,503191;3
2012-06-26 13:08:14.0000001;5,7;2012-06-26 13:08:14 UTC;-73,966000;40,759000;1,101227;1
2010-01-21 08:39:00.000000187;14,1;2010-01-21 08:39:00 UTC;-73,987000;40,738000;1,219752;1
2011-07-21 15:43:00.000000117;5,7;2011-07-21 15:43:00 UTC;-73,989000;40,741000;0,494056;1
2013-11-06 11:26:54.0000002;7;2013-11-06 11:26:54 UTC;-73,959000;40,781000;0,360624;1
2014-02-09 02:17:00.00000056;12;2014-02-09 02:17:00 UTC;-73,985000;40,722000;1,766699;1
2010-09-13 09:37:00.000000128;4,5;2010-09-13 09:37:00 UTC;-73,986000;40,755000;1,078628;1
2011-05-08 10:43:27.0000001;7,7;2011-05-08 10:43:27 UTC;-73,981000;40,781000;0,117564;1
2013-10-31 11:49:16.0000002;14;2013-10-31 11:49:16 UTC;-73,988000;40,753000;0,087151;1
2013-11-15 01:51:35.0000002;5;2013-11-15 01:51:35 UTC;-73,987000;40,721000;0,571710;1
2015-06-20 09:50:28.0000002;8;2015-06-20 09:50:28 UTC;-74,010000;40,710000;1,517826;1
2009-03-13 17:43:18.0000003;8,7;2009-03-13 17:43:18 UTC;-73,977000;40,754000;2,288403;4
2011-01-27 21:30:00.000000213;3,7;2011-01-27 21:30:00 UTC;-73,970000;40,755000;0,498263;1
2009-07-16 22:38:00.000000205;6,1;2009-07-16 22:38:00 UTC;-73,978000;40,767000;0,125978;1
2013-06-22 13:48:00.000000188;8,5;2013-06-22 13:48:00 UTC;-73,976000;40,759000;1,780042;1
2014-03-10 19:50:51.0000001;20;2014-03-10 19:50:51 UTC;-73,893000;40,790000;0,072005;1
2010-05-28 08:18:34.0000004;10,5;2010-05-28 08:18:34 UTC;-73,985000;40,738000;2,511269;1
2015-06-01 21:41:06.0000002;8;2015-06-01 21:41:06 UTC;-73,961000;40,759000;2,062593;4
2009-01-26 00:44:42.0000001;10,6;2009-01-26 00:44:42 UTC;-73,994000;40,690000;2,699875;1
2010-09-21 07:06:31.0000002;4,5;2010-09-21 07:06:31 UTC;-73,965000;40,759000;1,141737;1
2011-03-09 22:21:25.0000001;9,7;2011-03-09 22:21:25 UTC;-73,977000;40,788000;1,189339;1
2012-01-06 10:57:10.0000005;9,3;2012-01-06 10:57:10 UTC;-73,982000;40,731000;0,239214;1
2014-05-25 21:09:00.00000070;18,5;2014-05-25 21:09:00 UTC;-74,005000;40,707000;1,513661;1
2014-04-27 21:56:45.0000002;5;2014-04-27 21:56:45 UTC;-73,982000;40,762000;0,528555;2
2009-12-11 15:57:17.0000004;4,5;2009-12-11 15:57:17 UTC;-73,980000;40,774000;0,054214;3
2013-12-07 13:25:00.00000032;8;2013-12-07 13:25:00 UTC;-73,985000;40,742000;1,774633;1
2010-02-27 20:13:00.000000225;26,5;2010-02-27 20:13:00 UTC;-73,977000;40,766000;0,026085;5
2014-12-24 11:23:00.000000148;5,5;2014-12-24 11:23:00 UTC;-74,004000;40,741000;0,299318;2
2009-03-23 20:24:00.0000005;6,1;2009-03-23 20:24:00 UTC;-73,987000;40,757000;0,033298;1
2010-03-23 17:43:00.00000012;4,9;2010-03-23 17:43:00 UTC;-73,970000;40,764000;1,025977;4
2010-01-26 14:55:00.00000079;5,3;2010-01-26 14:55:00 UTC;-73,993000;40,752000;1,532414;1
2011-07-05 14:23:00.00000034;8,1;2011-07-05 14:23:00 UTC;-73,990000;40,742000;1,591796;1
2013-06-28 20:24:00.000000224;4,5;2013-06-28 20:24:00 UTC;-73,955000;40,768000;0,673045;1
