key;fare_amount;pickup_datetime;pickup_Datum;pickup_Stunde;pickup_Zeitzone;Startlongitude;Startlatitude;Distance_km;passenger_count
2013-04-19 23:05:47.0000003;9,5;2013-04-19 23:05:47 UTC;2013-04-19;23:05:47;UTC;-74,004000;40,724000;3,252953;1
2012-02-24 18:44:00.00000085;11,7;2012-02-24 18:44:00 UTC;2012-02-24;18:44:00;UTC;-73,953000;40,770000;3,918545;1
2011-10-25 14:19:00.000000181;13,7;2011-10-25 14:19:00 UTC;2011-10-25;14:19:00;UTC;-73,964000;40,773000;3,076728;1
2012-12-24 23:12:00.00000068;13,5;2012-12-24 23:12:00 UTC;2012-12-24;23:12:00;UTC;-73,973000;40,792000;3,788961;5
2011-03-01 08:53:00.00000089;10,5;2011-03-01 08:53:00 UTC;2011-03-01;08:53:00;UTC;-74,006000;40,733000;3,508756;1
2009-07-25 15:42:18.0000001;8,9;2009-07-25 15:42:18 UTC;2009-07-25;15:42:18;UTC;-73,957000;40,779000;3,102693;2
2011-12-16 08:40:00.00000041;18,1;2011-12-16 08:40:00 UTC;2011-12-16;08:40:00;UTC;-74,007000;40,705000;3,980212;1
2011-04-08 17:25:13.0000003;10,9;2011-04-08 17:25:13 UTC;2011-04-08;17:25:13;UTC;-73,992000;40,748000;3,120363;3
2014-01-17 22:33:39.0000002;10;2014-01-17 22:33:39 UTC;2014-01-17;22:33:39;UTC;-73,984000;40,755000;3,463197;1
2011-04-20 22:47:00.000000245;8,9;2011-04-20 22:47:00 UTC;2011-04-20;22:47:00;UTC;-73,989000;40,756000;3,373041;2
2012-11-12 17:59:46.0000003;15,5;2012-11-12 17:59:46 UTC;2012-11-12;17:59:46;UTC;-73,964000;40,767000;4,685594;1
2015-03-14 22:19:01.0000005;14;2015-03-14 22:19:01 UTC;2015-03-14;22:19:01;UTC;-73,948000;40,782000;4,017883;2
2010-11-04 17:49:53.0000001;18,5;2010-11-04 17:49:53 UTC;2010-11-04;17:49:53;UTC;-73,987000;40,735000;3,691352;2
2011-04-15 18:55:48.0000006;12,1;2011-04-15 18:55:48 UTC;2011-04-15;18:55:48;UTC;-73,983000;40,761000;3,133827;1
2014-09-05 00:48:01.0000003;10,5;2014-09-05 00:48:01 UTC;2014-09-05;00:48:01;UTC;-74,003000;40,743000;3,533879;3
2014-04-07 07:41:50.0000002;20,5;2014-04-07 07:41:50 UTC;2014-04-07;07:41:50;UTC;-74,016000;40,711000;3,933812;1
2010-12-24 22:34:00.00000037;8,9;2010-12-24 22:34:00 UTC;2010-12-24;22:34:00;UTC;-73,978000;40,758000;3,183953;2
2015-04-05 00:54:56.0000003;27;2015-04-05 00:54:56 UTC;2015-04-05;00:54:56;UTC;-73,987000;40,733000;4,432419;1
2010-06-15 15:07:00.00000059;6,5;2010-06-15 15:07:00 UTC;2010-06-15;15:07:00;UTC;-73,958000;40,709000;3,172053;1
2012-03-21 05:27:08.0000002;16,1;2012-03-21 05:27:08 UTC;2012-03-21;05:27:08;UTC;-73,970000;40,789000;4,969165;1
2014-04-21 13:33:03.0000002;16,5;2014-04-21 13:33:03 UTC;2014-04-21;13:33:03;UTC;-74,006000;40,744000;3,287813;1
2012-02-21 12:13:11.0000009;16,5;2012-02-21 12:13:11 UTC;2012-02-21;12:13:11;UTC;-74,010000;40,714000;3,308609;1
2011-12-01 15:38:24.0000001;12,1;2011-12-01 15:38:24 UTC;2011-12-01;15:38:24;UTC;-73,959000;40,767000;4,034306;2
2012-05-21 11:37:42.0000002;15,3;2012-05-21 11:37:42 UTC;2012-05-21;11:37:42;UTC;-73,992000;40,764000;3,120123;1
2009-11-12 08:33:00.00000091;10,1;2009-11-12 08:33:00 UTC;2009-11-12;08:33:00;UTC;-74,000000;40,731000;3,199701;1
2013-05-25 02:42:55.0000002;8;2013-05-25 02:42:55 UTC;2013-05-25;02:42:55;UTC;-73,995000;40,720000;4,079985;2
2010-04-17 23:43:40.0000005;9,7;2010-04-17 23:43:40 UTC;2010-04-17;23:43:40;UTC;-74,002000;40,734000;3,577635;2
2011-05-09 13:06:40.0000001;8,9;2011-05-09 13:06:40 UTC;2011-05-09;13:06:40;UTC;-74,008000;40,720000;3,271946;1
2010-06-15 01:06:00.00000045;8,9;2010-06-15 01:06:00 UTC;2010-06-15;01:06:00;UTC;-73,788000;40,654000;4,294556;1
2014-02-07 22:43:37.0000002;13;2014-02-07 22:43:37 UTC;2014-02-07;22:43:37;UTC;-73,985000;40,767000;3,181189;1
2012-03-29 18:39:00.00000032;9,7;2012-03-29 18:39:00 UTC;2012-03-29;18:39:00;UTC;-73,980000;40,751000;3,510439;1
2010-04-16 20:35:21.0000004;8,5;2010-04-16 20:35:21 UTC;2010-04-16;20:35:21;UTC;-73,944000;40,815000;3,211241;1
2011-10-10 07:32:00.00000027;11,3;2011-10-10 07:32:00 UTC;2011-10-10;07:32:00;UTC;-73,974000;40,759000;4,278809;1
2012-03-13 21:24:00.000000126;13,7;2012-03-13 21:24:00 UTC;2012-03-13;21:24:00;UTC;-73,977000;40,750000;4,488813;1
2014-01-30 21:38:00.000000111;10;2014-01-30 21:38:00 UTC;2014-01-30;21:38:00;UTC;-73,982000;40,773000;3,245380;1
2011-04-24 21:06:14.0000001;13,3;2011-04-24 21:06:14 UTC;2011-04-24;21:06:14;UTC;-74,002000;40,719000;3,282764;4
2011-06-22 23:45:19.0000003;13,7;2011-06-22 23:45:19 UTC;2011-06-22;23:45:19;UTC;-73,981000;40,724000;3,905443;1
2012-06-06 15:05:32.0000002;16,1;2012-06-06 15:05:32 UTC;2012-06-06;15:05:32;UTC;-73,954000;40,789000;3,560445;1
2015-04-01 22:29:31.0000003;13,5;2015-04-01 22:29:31 UTC;2015-04-01;22:29:31;UTC;-73,961000;40,763000;4,135273;1
2013-01-15 16:02:57.0000007;15;2013-01-15 16:02:57 UTC;2013-01-15;16:02:57;UTC;-73,983000;40,734000;3,204028;1
2009-11-05 00:57:13.0000001;15,7;2009-11-05 00:57:13 UTC;2009-11-05;00:57:13;UTC;-74,004000;40,733000;4,569232;1
2010-04-27 20:20:00.000000211;9,3;2010-04-27 20:20:00 UTC;2010-04-27;20:20:00;UTC;-73,977000;40,729000;3,369074;1
2010-09-29 00:57:00.00000071;8,9;2010-09-29 00:57:00 UTC;2010-09-29;00:57:00;UTC;-73,991000;40,744000;3,828630;2
2012-03-20 17:34:00.000000173;10,5;2012-03-20 17:34:00 UTC;2012-03-20;17:34:00;UTC;-73,978000;40,751000;3,205350;1
2011-08-25 07:35:23.0000001;13,3;2011-08-25 07:35:23 UTC;2011-08-25;07:35:23;UTC;-73,947000;40,782000;4,912547;1
2014-10-15 09:43:35.0000003;23;2014-10-15 09:43:35 UTC;2014-10-15;09:43:35;UTC;-73,958000;40,765000;3,855917;1
2009-06-29 11:45:00.000000138;15,3;2009-06-29 11:45:00 UTC;2009-06-29;11:45:00;UTC;-73,975000;40,751000;4,880451;1
2011-11-11 04:06:20.0000003;9,7;2011-11-11 04:06:20 UTC;2011-11-11;04:06:20;UTC;-74,002000;40,733000;4,366561;1
2010-05-27 01:32:00.00000012;16,1;2010-05-27 01:32:00 UTC;2010-05-27;01:32:00;UTC;-73,981000;40,776000;3,984059;1
2011-06-01 22:39:35.0000001;11,7;2011-06-01 22:39:35 UTC;2011-06-01;22:39:35;UTC;-73,992000;40,748000;4,769499;1
2012-07-10 09:37:00.000000160;10,5;2012-07-10 09:37:00 UTC;2012-07-10;09:37:00;UTC;-73,983000;40,738000;3,189363;1
2009-06-21 18:56:00.000000158;8,9;2009-06-21 18:56:00 UTC;2009-06-21;18:56:00;UTC;-74,004000;40,751000;3,674643;5
2011-06-22 21:44:45.0000002;10,9;2011-06-22 21:44:45 UTC;2011-06-22;21:44:45;UTC;-74,014000;40,714000;3,878877;1
2009-02-08 10:46:00.00000085;10,9;2009-02-08 10:46:00 UTC;2009-02-08;10:46:00;UTC;-73,998000;40,722000;3,897509;1
2011-11-13 12:59:00.000000197;13,3;2011-11-13 12:59:00 UTC;2011-11-13;12:59:00;UTC;-73,955000;40,778000;4,233130;1
2014-04-08 14:11:00.00000085;15;2014-04-08 14:11:00 UTC;2014-04-08;14:11:00;UTC;-73,966000;40,758000;3,059177;1
2009-06-25 16:21:00.00000040;12,1;2009-06-25 16:21:00 UTC;2009-06-25;16:21:00;UTC;-74,007000;40,725000;4,383390;1
2013-10-06 04:24:09.0000003;20;2013-10-06 04:24:09 UTC;2013-10-06;04:24:09;UTC;-73,960000;40,762000;3,724529;1
2015-03-09 20:05:18.0000006;13,5;2015-03-09 20:05:18 UTC;2015-03-09;20:05:18;UTC;-73,968000;40,761000;3,703312;1
2010-07-11 13:32:00.000000179;12,9;2010-07-11 13:32:00 UTC;2010-07-11;13:32:00;UTC;-73,972000;40,753000;4,067243;1
2012-06-20 15:46:00.00000033;12,1;2012-06-20 15:46:00 UTC;2012-06-20;15:46:00;UTC;-73,985000;40,744000;3,226387;2
2012-12-16 02:09:05.0000004;10,5;2012-12-16 02:09:05 UTC;2012-12-16;02:09:05;UTC;-73,914000;40,765000;4,399258;1
2014-11-23 08:42:00.00000023;10;2014-11-23 08:42:00 UTC;2014-11-23;08:42:00;UTC;-73,926000;40,762000;4,859415;1
2011-12-24 11:45:00.000000149;17,3;2011-12-24 11:45:00 UTC;2011-12-24;11:45:00;UTC;-73,987000;40,760000;3,173135;2
2015-04-09 22:57:02.0000007;15;2015-04-09 22:57:02 UTC;2015-04-09;22:57:02;UTC;-73,965000;40,765000;3,754671;1
2013-06-07 22:20:00.000000153;23,5;2013-06-07 22:20:00 UTC;2013-06-07;22:20:00;UTC;-73,990000;40,756000;3,390711;1
2011-10-24 22:54:00.00000041;10,1;2011-10-24 22:54:00 UTC;2011-10-24;22:54:00;UTC;-73,990000;40,761000;3,675605;2
